0.0,-0.134949,-0.617431,-0.785309
0.02,-0.123318,-0.617159,-0.785354
0.04,-0.13763,-0.603605,-0.794805
0.06,-0.141204,-0.608058,-0.792504
0.08,-0.141952,-0.614666,-0.786857
0.1,-0.134813,-0.609482,-0.784265
0.12,-0.134557,-0.610938,-0.7889
0.14,-0.134857,-0.619203,-0.796955
0.16,-0.128577,-0.62792,-0.800503
0.18,-0.11767,-0.626896,-0.790943
0.2,-0.115263,-0.616678,-0.798158
0.22,-0.092683,-0.613099,-0.799182
0.24,-0.054219,-0.600689,-0.80525
0.26,-0.048958,-0.60177,-0.807985
0.28,-0.055215,-0.643086,-0.802815
0.3,-0.063346,-0.658032,-0.808404
0.32,-0.060561,-0.674162,-0.81213
0.34,-0.058503,-0.672086,-0.806722
0.36,-0.058503,-0.672086,-0.806722
0.38,-0.058503,-0.672086,-0.806722
0.4,-0.058503,-0.672086,-0.806722
0.42,-0.031802,-0.775113,-0.814674
0.44,0.012745,-0.776858,-0.780305
0.46,0.128666,-0.741493,-0.716994
0.48,0.206977,-0.757228,-0.664004
0.5,0.119549,-0.798253,-0.691991
0.52,-0.040888,-0.748263,-0.735348
0.54,-0.080672,-0.722487,-0.753173
0.56,0.006982,-0.761468,-0.663066
0.58,0.071375,-0.750216,-0.55539
0.6,0.120284,-0.689502,-0.408759
0.62,0.166056,-0.597745,-0.296833
0.64,0.192771,-0.523977,-0.226973
0.66,0.153541,-0.466486,-0.187005
0.68,0.046285,-0.357526,-0.169849
0.7,-0.032669,-0.228182,-0.164831
0.72,-0.02994,-0.135514,-0.165169
0.74,-0.034861,-0.065774,-0.227547
0.76,-0.036634,0.025986,-0.314446
0.78,-0.052201,0.212864,-0.370844
0.8,-0.025546,0.362227,-0.500908
0.82,-0.095681,0.563242,-0.658614
0.84,-0.095681,0.563242,-0.658614
0.86,-0.211589,0.774512,-0.893809
0.88,-0.039752,0.677504,-0.952743
0.9,-0.205127,0.7014,-1.03334
0.92,-0.147564,0.73425,-1.029026
0.94,-0.037133,0.754147,-1.02159
0.96,-0.022533,0.808925,-1.012548
0.98,-0.03306,0.95567,-1.001933
1.0,-0.025336,0.987173,-0.916928
1.02,0.042299,1.15977,-0.797819
1.04,0.310972,1.465139,-0.744239
1.06,0.660712,1.747532,-0.748524
1.08,0.695757,1.836535,-0.807315
1.1,0.571831,2.171722,-0.893574
1.12,0.550285,2.340023,-1.013295
1.14,0.534016,2.385406,-1.082439
1.16,0.629787,2.311972,-1.092162
1.18,0.695483,2.129484,-1.08218
1.2,0.711747,2.057292,-1.083711
1.22,0.807139,1.868634,-1.10926
1.24,0.891464,1.691712,-1.147271
1.26,0.890873,1.560183,-1.153632
1.28,0.808247,1.512645,-1.107805
1.3,0.860877,1.416916,-0.970241
1.32,1.015257,1.330027,-0.811713
1.34,0.979165,1.243185,-0.799137
1.36,0.893176,1.159378,-0.712361
1.38,0.944544,1.045917,-0.554254
1.4,1.024658,0.843849,-0.39512
1.42,1.031397,0.687515,-0.312431
1.44,0.915225,0.584277,-0.294925
1.46,0.784472,0.34006,-0.217735
1.48,0.665008,0.252074,-0.179227
1.5,0.621245,0.155665,-0.160884
1.52,0.561639,0.163569,-0.153357
1.54,0.41268,0.129162,-0.123114
1.56,0.301294,-0.022008,-0.11954
1.58,0.20546,-0.185203,-0.11291
1.6,0.063804,-0.151279,-0.173074
1.62,-0.091092,-0.078903,-0.249947
1.64,-0.14861,-0.177296,-0.250856
1.66,-0.256448,-0.249177,-0.271978
1.68,-0.433334,-0.154958,-0.41205
1.7,-0.512782,-0.085916,-0.615164
1.72,-0.582763,-0.168677,-0.715721
1.74,-0.597803,-0.222092,-0.756203
1.76,-0.65671,-0.148987,-0.821931
1.78,-0.766401,-0.146159,-0.895378
1.8,-0.737855,-0.250851,-0.984925
1.82,-0.645824,-0.317017,-1.014624
1.84,-0.629029,-0.244171,-1.029886
1.86,-0.627556,-0.301157,-1.045634
1.88,-0.484765,-0.388042,-1.000629
1.9,-0.399973,-0.420815,-0.954092
1.92,-0.364642,-0.385392,-0.936979
1.94,-0.36923,-0.39825,-0.943701
1.96,-0.310577,-0.452541,-0.929165
1.98,-0.232568,-0.500003,-0.894698
2.0,-0.224664,-0.490992,-0.873842
2.02,-0.215031,-0.484026,-0.867559
2.04,-0.212943,-0.506435,-0.837365
2.06,-0.204556,-0.53637,-0.833503
2.08,-0.210989,-0.508696,-0.813721
2.1,-0.207793,-0.526521,-0.840647
2.12,-0.228526,-0.523053,-0.832621
2.14,-0.256974,-0.515693,-0.822954
2.16,-0.26569,-0.544637,-0.820578
2.18,-0.280476,-0.544726,-0.822773
2.2,-0.283272,-0.515905,-0.814962
2.22,-0.246153,-0.552812,-0.836027
2.24,-0.242877,-0.536341,-0.846217
2.26,-0.263314,-0.528256,-0.840626
2.28,-0.24491,-0.535939,-0.820397
2.3,-0.231644,-0.512074,-0.82738
